number,value,datetime_start,datetime_complete,duration,params_poisson_ratio,params_youngs_modulus,system_attrs_cma:generation,system_attrs_cma:large_n_eval,system_attrs_cma:n_restarts,system_attrs_cma:n_restarts_with_large,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:popsize,system_attrs_cma:poptype,system_attrs_cma:small_n_eval,state
39,20.87428238281076,2024-08-18 00:19:03.600338,2024-08-18 00:19:31.374805,0 days 00:00:27.774467,0.4144974625405748,0.1945479958952076,6.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b028594681189431024aa23a7103bd33feee1b53d11beefbf947494628c035f706394682f68314b008594683387945294284b014b028594681189431094686cfd3fc0cd3faf76946ca5f2dcbf947494628c055f6d65616e94682f68314b008594683387945294284b014b028594683989431054ae44232abfdd3ff8de225096ffd13f947494628c065f7369676d6194680b681143085c9421ab1b5fb93f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b068c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000000000000000000000000000000000000c2a664d6a4023540da2a2103323b6b40b712a12d4e3b4740d2d69eefc54c54402e00b9a32cfa49405b9e5b615754604010d76be8e4eb3f404297b8c360645b40c98b2525dc632740623f17fb5e50544067a6b1b0b9a32840f4dc5e5978b0404000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318f067524757fdda3f0e92e782f34e8ebf46e7e3cfae37de3f9474946275622e,6.0,small,0.0,COMPLETE
40,39.821009243624225,2024-08-18 00:19:31.487026,2024-08-18 00:19:58.666167,0 days 00:00:27.179141,0.40169646834604505,0.1423084346416975,6.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
41,15.213930985412217,2024-08-18 00:19:58.772854,2024-08-18 00:20:27.776528,0 days 00:00:29.003674,0.4178719428825696,0.1876812138796946,6.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
42,44.09852646668266,2024-08-18 00:20:27.862433,2024-08-18 00:20:56.856695,0 days 00:00:28.994262,0.40925220601639917,0.1372873169173997,6.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
43,16.001086223534887,2024-08-18 00:20:56.935283,2024-08-18 00:21:24.667955,0 days 00:00:27.732672,0.4103875300240497,0.1893471654946331,6.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
44,26.5178593069799,2024-08-18 00:21:24.761955,2024-08-18 00:21:52.138377,0 days 00:00:27.376422,0.4054307538816074,0.1551493474862807,6.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
45,27.01023318495631,2024-08-18 00:21:52.224889,2024-08-18 00:22:21.309810,0 days 00:00:29.084921,0.4043192240192721,0.20238845017578883,7.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310c33b0c3884a3fa3fe040806e8345acbf947494628c035f706394682f68314b008594683387945294284b014b02859468118943100173f3a5aba0f23fb5a94e7e9b44c83f947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943100e573abfef75e13f85d2e3b0adb9d33f947494628c065f7369676d6194680b6811430895266d5a1b13bc3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b078c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000000000000000000000000000000000000c2a664d6a4023540da2a2103323b6b40b712a12d4e3b4740d2d69eefc54c54402e00b9a32cfa49405b9e5b615754604010d76be8e4eb3f404297b8c360645b40c98b2525dc632740623f17fb5e50544067a6b1b0b9a32840f4dc5e5978b040409fe4b35c886d2e40a218e8839c0c4640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c055f635f316494682f68314b008594683387945294284b014b038594681189431820bd169a2e06e43f64d7fbd206a4a23f50e2c7cce47ed53f9474946275622e,6.0,small,0.0,COMPLETE
46,54.167818391507595,2024-08-18 00:22:21.389707,2024-08-18 00:22:48.660807,0 days 00:00:27.271100,0.41309356826135474,0.22881605486918188,7.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
47,66.63264167461838,2024-08-18 00:22:48.738545,2024-08-18 00:23:15.912116,0 days 00:00:27.173571,0.40754177866438995,0.24191945899864759,7.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
48,16.436231635612685,2024-08-18 00:23:16.004164,2024-08-18 00:23:43.286192,0 days 00:00:27.282028,0.4108428287789178,0.1898260026095243,7.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
49,23.10584273065117,2024-08-18 00:23:43.369846,2024-08-18 00:24:10.953957,0 days 00:00:27.584111,0.4300097824075123,0.1948774379400861,7.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
50,22.691986977139777,2024-08-18 00:24:11.043551,2024-08-18 00:24:40.032465,0 days 00:00:28.988914,0.4163053552231324,0.15756257118615433,7.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
51,35.450063408181194,2024-08-18 00:24:40.120284,2024-08-18 00:25:07.369034,0 days 00:00:27.248750,0.40096187719313026,0.14672577693111075,8.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310144985293e15e83fb7507a0d2acad5bf947494628c035f706394682f68314b008594683387945294284b014b02859468118943105c62da7a50d8d13f6477eed47517c1bf947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310eb0a0ffa380ae13faebd41620ca3d23f947494628c065f7369676d6194680b68114308bf4ff35f8044b93f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b088c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000000000000000000000000000000000000c2a664d6a4023540da2a2103323b6b40b712a12d4e3b4740d2d69eefc54c54402e00b9a32cfa49405b9e5b615754604010d76be8e4eb3f404297b8c360645b40c98b2525dc632740623f17fb5e50544067a6b1b0b9a32840f4dc5e5978b040409fe4b35c886d2e40a218e8839c0c4640e46f60e0ac6f3040a6a481337da850400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943189d79a3af871be23f93d551ef023aae3f55d5575ec70bd03f9474946275622e,6.0,small,0.0,COMPLETE
52,26.379876220404945,2024-08-18 00:25:07.458325,2024-08-18 00:25:36.690946,0 days 00:00:29.232621,0.40954908012362656,0.20112925808482696,8.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
53,13.06405917004537,2024-08-18 00:25:36.791519,2024-08-18 00:26:05.683917,0 days 00:00:28.892398,0.41510201820940484,0.1853160040024518,8.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
54,40.05032345201809,2024-08-18 00:26:05.779399,2024-08-18 00:26:34.644776,0 days 00:00:28.865377,0.39336598197272565,0.1429396164930083,8.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
55,8.360899531239781,2024-08-18 00:26:34.737564,2024-08-18 00:27:03.907149,0 days 00:00:29.169585,0.41036703139066855,0.17804373980563976,8.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
56,8.791801088481334,2024-08-18 00:27:03.989946,2024-08-18 00:27:32.948110,0 days 00:00:28.958164,0.4067892212218288,0.17931201429565874,8.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
57,8.539398142378744,2024-08-18 00:27:33.031181,2024-08-18 00:28:02.113245,0 days 00:00:29.082064,0.4057933469078815,0.17755034489211424,9.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943102861477e7289c1bf8c3c12064b94cfbf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310fd3327dd511dd7bf90a76640cd8dbcbf947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943104af5cd38c7d9df3fa0bfdb61d357d23f947494628c065f7369676d6194680b68114308bfcb3690cce4b33f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b098c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000000000000000000000000000000000000c2a664d6a4023540da2a2103323b6b40b712a12d4e3b4740d2d69eefc54c54402e00b9a32cfa49405b9e5b615754604010d76be8e4eb3f404297b8c360645b40c98b2525dc632740623f17fb5e50544067a6b1b0b9a32840f4dc5e5978b040409fe4b35c886d2e40a218e8839c0c4640e46f60e0ac6f3040a6a481337da8504018a2c7d2c7b82040dc51b6ff7006444000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943186b08f7448e77dd3f5c6d27937775933f6a5ad962d26fc93f9474946275622e,6.0,small,0.0,COMPLETE
58,12.607212592296786,2024-08-18 00:28:02.196221,2024-08-18 00:28:31.101181,0 days 00:00:28.904960,0.4118378330742575,0.1850040618055182,9.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
59,10.357930163003404,2024-08-18 00:28:31.241363,2024-08-18 00:28:58.771796,0 days 00:00:27.530433,0.40210840733430886,0.18243189600921245,9.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
60,40.46308830096817,2024-08-18 00:28:58.870086,2024-08-18 00:29:26.089233,0 days 00:00:27.219147,0.40980634247272185,0.21568679249269296,9.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
61,8.955409610211946,2024-08-18 00:29:26.170455,2024-08-18 00:29:55.108494,0 days 00:00:28.938039,0.40074001049969893,0.17909555642180702,9.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
62,19.38533972942493,2024-08-18 00:29:55.189658,2024-08-18 00:30:22.400294,0 days 00:00:27.210636,0.4026181488038132,0.19403013416023956,9.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
63,34.90543289401359,2024-08-18 00:30:22.480409,2024-08-18 00:30:49.910982,0 days 00:00:27.430573,0.39934324048198777,0.21129587159191687,10.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310913b3ab3c62bf2bfc8a212bb8d34c2bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310711eeb722cf3edbf810363dabd89b0bf947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943102c2099f1dfd5dc3f1f6a4a72e841d23f947494628c065f7369676d6194680b681143089ba37418315db33f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b0a8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000000000000000000000000000000000000c2a664d6a4023540da2a2103323b6b40b712a12d4e3b4740d2d69eefc54c54402e00b9a32cfa49405b9e5b615754604010d76be8e4eb3f404297b8c360645b40c98b2525dc632740623f17fb5e50544067a6b1b0b9a32840f4dc5e5978b040409fe4b35c886d2e40a218e8839c0c4640e46f60e0ac6f3040a6a481337da8504018a2c7d2c7b82040dc51b6ff7006444068144afe2b142140c4e8397a463b4440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318adbff288e2b0e13fff8b2e9dd957a13f4ab8ba00f091c23f9474946275622e,6.0,small,0.0,COMPLETE
64,11.007184143787388,2024-08-18 00:30:49.995429,2024-08-18 00:31:18.970426,0 days 00:00:28.974997,0.4165144088762434,0.17004586889509093,10.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
